CREATED DATE,ItemSearchName,ProductType,Reviews,Rating
4/5/2020,2781-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Slide Switch Lock-On (Tool Only)",I had lots of modifications I needed to make to a house with a concrete foundation to get LVP flooring installed. Used the Milwaukee M18 angle grinder and it was easy. I was able to cut ½” corners where flooring could get closer to the Sheetrock with ease. Last use I had was making hold down slots for the kitchen sink in the concrete countertops. Overall would recommend to anyone and it is well worth the cost.,5
4/5/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),We like the ease of this tool works great. Good battery life which is very important to us.,5
4/5/2020,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)",Has plenty of power. Quality built. I would buy it again.,5
4/5/2020,2110-21,USB Rechargeable 700L Flashlight,"I own many Milwaukee tools and lights and have had great success with most of them.  I love this light’s design, size, feel and brightness.  But it is very unreliable, after a few months of limited use of two of these lights they will not hold a charge but for a few minutes at a time and then flash and cutoff.",1
4/5/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder",Great tool.  Used to use pneumatic version’s of this.  We bought one to test/try out. Now the whole crew has one.  I do recommend having/purchasing a high mAh battery like to 4.0 or 6.0 to use with this tool.,5
4/5/2020,2805-22,"M18 FUEL™ 1/2"" Drill/Driver w/ ONE-KEY™ Kit","Drilling water holes, or hole saws, really all around drill",1
4/5/2020,2743-20,M18 FUEL™ 15ga Finish Nailer (Tool Only),Widow and door trim to baseboards this is my new go to tool.,5
4/5/2020,2754-20,"M18 FUEL™ 3/8"" Compact Impact Wrench w/ Friction Ring (Tool Only)","Really like the whole Milwaukee battery powered line, they never disappoint!",5
4/5/2020,2653-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)",This tool is essential to our line of work and comes through every time !,5
4/5/2020,48-11-1890,M18™ REDLITHIUM™ HIGH DEMAND™ 9.0 Battery Pack,I bough two 9.0 batteries. Both have since quit charging. Now I have two expensive batteries as paper weights. Not what you want if you want to use for work.,1
4/5/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),"I am a full time carpenter with a variety of tools.  Some days I am demoing a bathroom down to studs.  Installing drywall, paint, and tiling floor and walls of shower.  Other days I am trimming out a house. Installing doors, casing, base, and custom built in cabinets.  I have a lot of money invested in my tools .  I started with milwaukee pack out to help keep things organized and protected in my work truck.  They are durable and have held up. 
This made me start switching my tools over as well. I was replacing other manufacture drills every 6 months.  They fit nice in my hand and out perform some others , for example the hammer drill hits harder than others I have had in the past. 
 Only time will tell. So far, so good.",5
4/5/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),This product works great I use it for work and make arts and craft projects with my daughter,5
4/5/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),"I use this tool almost everyday. My favorite character if this tool is its power and torque. Its relentless and I have yet had anything stop it. I am constantly using hole saws up to 3""  sometimes up to 25 holes at a time. This by far the best drill i have used yet. The Brushless Hammer drill is a game
 changer.",5
4/5/2020,2722-21HD,M18 FUEL™ SUPER SAWZALL® Kit,This saw all is awesome! It has tons of power and super high rpm allowing it to cut through anything super fast. I am very satisfied with this super sawzall and it will make my every day tasks and weekend projects even easier and quicker. Thank you Milwaukee and keep up the good work.,5
4/5/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench","Great for cars, trucks, construction work, mechanical work, plumbing, electrical, etc.
Weather you use it once a day or all day long you will be glad you bought one of these impacts. Fits in places my larger impacts will not get into and still has good power.",5
4/5/2020,2741-20,M18 FUEL™ 16ga Straight Finish Nailer (Tool Only),gun works good but battery never worked will not take a charge,3
4/5/2020,2653-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)",Je m en sert à tous les jours et sa vas très bien.tres bonne porté en main et se manière bien,4
4/5/2020,2551-20,"M12 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver Bare Tool","I am an electrician. I bought this for use with smaller fasteners and tighter spaces. However, it also does very well with every fastener I've used it on including 3 inch construction torx screws. Seriously! This thing can drive a 3 inch torx and #10 x 2 inch sheet metal screw faster than my old M18 impact driver! And I find that it's much quieter too! The speed selection (Mode) switch is very useful as well. I can't find anything wrong with this 12V impact. I mean I could complain about not having enough power for the big stuff but that'd be splitting hairs since that's not what this was designed for and that's not why I bought it. It came with 2 M12 2.0 batteries and thus far battery life has been good. If I want more than I can buy a M12 6.0. But as of now I haven't had to go through 2 batteries in a single day. I usually make it through most of the day with just 1 battery. Overall I very much enjoy using this little impact. This does everything that I need it to. I see no use in buying the M18 Surge. I figured since this does what I want, I'd buy the regular M18 Fuel impact so I have more power when I need it. I just don't think anyone could go wrong with this impact driver as long as you use it correctly. It's a great tool!",5
4/5/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder","So far it's been a great addition to my Milwaukee tools. The size and comfort is great. Ability to use bigger mah batteries is a plus, unlike most brands. could use a touch more power but overall a really great tool. Thanks Milwaukee!!",5
4/5/2020,2853-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","We just completed several hundred feet of treated stairs for one of our plant customers, these impacts never failed, great power and awesome battery run time",5
4/5/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit",Cut down a few trees and demolished a couple decks with the saw and so far I’ve not been let down actually surprised at how much torque it has definitely recommend!,5
4/5/2020,2551-20,"M12 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver Bare Tool","I use the m12  surge for light duty work. Its such a great tool to have when you're doing drywall repair ie. screw pop outs, cabinet door installs, removing and, replacing light fixtures etc. without vibrations or lots of noise. The down side to this unit.. is the 2.0 battery. this unit needs a 3.0 and better to give you longer work time. I use a 6.0 . Other than that I enjoy having it as my light duty go to tool",3
4/5/2020,2653-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)",I use this to build concrete forms and other wooden structures.,5
4/5/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool","Compact, use it metal rod and small sheet metal projects.  Have used it also to cut pvc.  My go to tool when I need cut something fast.",5
4/5/2020,2730-20,"M18 FUEL™ 6-1/2"" Circular Saw (Tool Only)","I am itching but happy with this little saw. I’ve been lugging around my corded 7” circular saw for years. I used another brand’s battery powered circular saw a couple times at work and wasn’t too impressed. 

I am always very happy with my Milwaukee products, so I finally gave in and got this 6.5” circular saw. It’s great! 

I’ve got a 6 Ah and 3 Ah battery for it and they both work great.",5
4/5/2020,2783-20,"M18 FUEL™ 4-1/2"" / 5"" Braking Grinder (Tool Only)",Best tool ever for cutting cast iron pipe and getting into tight places,5
4/5/2020,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)","I have had and used this grinder for about a year and a couple months. I am a heavy equipment mechanic and the one who dose most of the welding and fabrication at my work. I use it from cutting bolts, grinding out cracks and cleaning paint and dirt off cutting edges. I use it almost every day. But recently a bearing on the armature failed. It went to growling  and not turning freely. I contacted Milwaukee and asked about the warranty and I soon learned that where I purchased it from Amazon the warranty is no longer good from Milwaukee. So now I'm back to a corded grinder and trying to get a bearing. So all in all I love this grinder when it's working and would like to have a couple more so I don't have to keep changing wheels for different tasks.",4
4/5/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),"Great power & a nice step - up from my m12 Jig Saw! 
I provide milwaukee tools for my team because of their durability and performance. TEAM RED",5
4/5/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","This is one awesome chainsaw, previously I had a 16” gas powered, this is just as much power if not more, and I don’t cuss trying to get it started!!",5
4/5/2020,2560-21,"M12 FUEL™ 3/8"" Extended Reach Ratchet Kit",Seems to have the power. Very well built. I use it daily. The only thing I would like to see changed is the size of the head. Bulky and hard to fit in tight spaces. But over all a great tool.,5
4/4/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),"Great cutting power
Good battery life
Comfortable & lightweight",5
4/5/2020,2759-20,"M18 FUEL™ with ONE-KEY™ 1/2"" Compact Impact Wrench w/ Pin Detent (Tool Only)",I use it on farm and it replace the biggest snap on air impact and out does it on tractor duals and hubs,5
4/5/2020,2980-20,"M18 FUEL™ 4-1/2” - 6” Braking Grinder Paddle Switch, No-Lock","I use it for everything.  Cutting angle iron, cutting off stuck bolts. You name it.",5
4/4/2020,2853-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)",I had the first generation without the different power lvls. Loved that impact but with my job it got full of mud. This version is even better. Love how you can change the power lvl of it,5
4/4/2020,2724-20,M18 FUEL™ Blower (Tool Only),"Instant full speed, shuts off without having to re-pull to start up each time.  Has great air flow blows about 15 ft out.",5
4/4/2020,2724-20,M18 FUEL™ Blower (Tool Only),I use it around the yard and on job sites it works great,5
4/5/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool",My brother told me I had to have this tool so I bought it.  It is extremely versatile and cuts roofing tin easily and straight while using freehand.  It is a great tool to cut thread rod and to take Jurassic off of rusty screws and bolts.  very light weight makes it easy to use with one hand.,5
4/4/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",small but mighty and handy to get into small spaces,5
4/4/2020,0885-20,M18 FUEL 3-in-1 Backpack Vacuum,This is my favorite vacuum very portable. Would have given 5 star but I have a issue with the hose and how it connects to to Milwaukee tools for dust extraction the part that connects from the hose to the tool is like a rubber material and is a extremely tight fit and over time now the rubber end is splitting apart.,4
4/4/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder",Je l’ai utilisé à plusieurs reprises et super pour les travaux exécutés,5
4/4/2020,2648-20,M18™ Random Orbit Sander,This is a great sander great dust collection compared to others but a big flaw with this sander is where the sander connects to dust box or from sander to vacuum adapter it will come loose and pop off during operation. Also the extension  for dust box is extremely difficult to remove can get stuck in dust box or in sander.,2
4/5/2020,2712-20,"M18 FUEL™ 1"" SDS Plus Rotary Hammer (Tool Only)",I use this to cut concrete slab for drain lines in showers and for drilling holes in concrete. This tool works great for what I need.,5
4/5/2020,2724-20,M18 FUEL™ Blower (Tool Only),Works great better than the gas powered ones. And is always ready to go.,5
4/5/2020,2725-20,M18 FUEL™ String Trimmer (Tool Only),I have now used it twice with a 9 amp hour battery and I get the whole property done. Best part is my wife will now do the yard trimming. She didn’t like the gas powered one.,5
4/5/2020,2762-22,"M18 FUEL™ 1/2"" High Torque Impact Wrench with Pin Detent Kit","I use this impact every day for my job being a heavy duty mechanic, the only negative I would say about the 18v Milwaukee tools is that the electric contacts on the tool side are not heavy duty enough and I have worn through all of my tools and have had to have them replaced within a year. And the second thing is the clamp for the battery does not hold well enough to keep it tight and as a result The battery contacts wear out extremely quick.
Love the ergonomics of the tools and continue to buy them regularly. Keep up the good work.",4
4/5/2020,2754-20,"M18 FUEL™ 3/8"" Compact Impact Wrench w/ Friction Ring (Tool Only)","My M18 FUEL™ 3/8"" Compact Impact Wrench w/ Friction Ring outperforms any Snap-On tool I had",5
4/5/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench","I do a lot of work on diesel truck on the side and for fun. I put my M12 FUEL™ 3/8"" Stubby Impact Wrench through a good amount of abuse and it takes the messy fluids, dirt and grime better then any Snap-on I have ever had.",5
4/5/2020,2454-20,"M12 FUEL™ 3/8"" Impact Wrench (Tool Only)","Thank you for the tool repair, I use it daily and I appreciate the quick return, my tool is back and better then before. Thank you Milwaukee Tool Family!!!",5
4/5/2020,Safety-Glasses,Safety Glasses,"I do commercial plumbing for a living, so having eye protection is a must. I bought these expecting them to be anti scratch anti fog and this was not the case. They both got scratched and fogged up within 15 mins of using them",1
4/4/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder","Used with a 3"" cutoff wheel attachment on 1/4"" arbor and used with 3"" grinding disk.  Works good but you can't put much pressure onto what you're cutting or grinding on . Small enough to get into fairly tight spots . Downfall is you need to keep several batteries with you because they don't last very long . Also the motor seems to have a binding or kickback brake and it will just stop running if you're trying to put much force behind it . Still good tool, think it needed more r&d before putting it in stores",4
4/4/2020,2861-20,"M18 FUEL™ 1/2"" Mid-Torque Impact Wrench with Friction Ring (Tool Only)","I own various other 1/2” Milwaukee tools and this one is a home run as far as strength and weight go. It has more grunt than my m12 stubby, but a LOT more maneuverable than the 1/2” high torque.",5
4/5/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench","Been wrenching in the diesel field for 15 years and made the swap to battery tools about 3 years ago. I use this stubby 3/8 on a daily basis. It’s got all the torque needed to rear down the top end of an RD Mack truck, trans mission bell housing bolts, and it some cases head bolts in some automotive. Gets into tight places, comfortable to hold and very light. If Milwaukee come out with a stronger and smaller one I guarantee I will probably by it too. Great tool!!!",5
4/4/2020,2465-20,"M12 FUEL™ 3/8"" Digital Torque Wrench w/ ONE-KEY™",I use it in a variety of settings but primarily for auto maintenance in which specific torques are necessary. Awesome tool. Though I do wish there was a protective boot...,5
4/5/2020,2560-21,"M12 FUEL™ 3/8"" Extended Reach Ratchet Kit",The extended neck is really nice and the fact that its not too bulky you can pretty much use  it like a regular 3/8 ratchet. I have the short one too but i haven't used it since i got this bad boy. It's great for the auto. repair industry.,5
4/5/2020,2732-21HD,"M18 FUEL™ 7-1/4"" Circular Saw Kit",I use this saw on jobs that lots of times I don't have power. All of my cordless tools are Milwaukee and that's the only tools I buy and use.,5
4/5/2020,2552-20,"M12 FUEL™ 1/4""  Stubby Impact Wrench",I use this product for work I’m the HVAC industry. Great investment!,5
4/5/2020,48-89-4680,Shockwave Impact Duty Titanium Drill Bit Set (18-Piece),"In less than a week two snapped in half, get dull easy",1
4/5/2020,2720-20,M18 FUEL™ SAWZALL® Reciprocating Saw (Tool Only),You really can’t go wrong with anything Milwaukee makes,5
4/5/2020,2724-20,M18 FUEL™ Blower (Tool Only),Very satisfied with the blower. Easy to operate. Lightweight. Plenty of power. Better to use larger battery for longer use 30 or more. Quick and shorter use can use smaller battery.,5
4/5/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder","Nice die grinder, use it to clean gaskets from car parts.  Easier to get to the toght place because of not fighting the air hose",5
4/5/2020,2558-20,"M12 FUEL™ 1/2"" Ratchet (Tool Only)",Hvac and Refrigeration repairs. Rebuild fans assemblies.,5
4/4/2020,2736-21HD,"M18 FUEL™ 8-1/4"" Table Saw w/ One-Key™ Kit",I am building a kids center for our church and needed a table saw. It had to be battery as there was no electricity. After buying the Milwaukee packout kit and miter saw I stayed with the brand. Battery life is incredible. Power incredible. Bought from international tool new with 12 amp batt. For 449.00. They even gave me a discount that helped me purchase tools for the project. Thank you international tool,5
4/5/2020,2781-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Slide Switch Lock-On (Tool Only)","I bought this grinder to sharpen mower blades and it’s perfect for the job. I have several other 18-volt tools so it fits into my workflow. Solid feel, good grip and I like having the on/off switch rather than the paddle switch. Great tool.",5
4/5/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit",I used this product for landscaping juniper bushes and cutting branches and smaller trees. The chain tensioner needs to be adjusted frequently to prevent the chain from slipping off the bar. I am disappointed as re-tightening the chain takes a wrench and a screwdriver and it happened way more frequently than I expected (>10 times/day).,3
4/5/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,"As a certified RV service technician I rely on only the best tools to get the job done, that’s why I recommend Milwaukee brand tools! this nailer is great it sinks the nail at the same depth every Time at almost any angle, it gets in the corners where other nailers cannot leaving no trace of the driver, there is no ramp up time When you’re feeling trigger-happy! All-around great gun, Milwaukee tools get the job done!",5
4/5/2020,2706-20,"M18 FUEL™ with ONE-KEY™ 1/2"" Hammer Drill/Driver (Tool Only)",I'm a contractor I own alot of Milwaukee tools haven't found one I didn't like,5
4/4/2020,2763-20,"M18 FUEL™ 1/2"" High Torque Impact Wrench with Friction Ring (Bare Tool)","This is my second impact 1/2"" Milwaukee wrench, I accidentally dropped the first one in an oil drain pan and was completely submerged in oil. It worked for several days after but did finally stop. A couple other guys in the shop have more expensive 1/2"" impacts but the price doesn't turn me ON. My Milwaukee will go toe to toe with theirs. Thank you for making a great wrench!",5
4/5/2020,48-11-1890,M18™ REDLITHIUM™ HIGH DEMAND™ 9.0 Battery Pack,Had product for 2 years and experiencing same charging issues other reviewers have.  Charged and worked fine the first year but now only charges to 2 or 3 bars and shows green.,1
4/5/2020,2653-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","I use the product in plumbing for new and existing construction,it's great and durable",5
4/4/2020,2551-20,"M12 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver Bare Tool",I needed something for inside the house when the family is around. My regular impact gets a lot of complaints about noise this one reduced that dramatically. Fits in tight spaces and plenty of power for driving screws. Haven’t tried big lags but I have other impacts so that wasn’t my intention for this tool. If your work is around other people this is great.,5
4/5/2020,2853-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","Love the speed and weight for disassembling and assembling.
I wish bit holder would have more clamping force. If it could hold bit adapter it would be awesome. It will not hold my Irwin or snap on screw bit adapter.",5
4/5/2020,48-11-1812,M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 Battery Pack,I have two of these batteries one of them works great the othere one only charges to 3 bars then only runs the tool for 2 to 3 minutes and then it stops and flashes one red bar.,1
4/5/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),I can’t imagine reaching for something else & wouldn’t want to!,5
4/5/2020,2551-20,"M12 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver Bare Tool",This tool is so much smaller and easy to handle than my m18 surge driver. Especially useful for a day of working over your head. Highly recommend. Only downside is it uses batteries faster than I expected but I’m sure that’s what comes with such a powerful tool.,5
4/5/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",Very impressed with how much torque it has. Removed one tone wheel nuts,5
4/4/2020,2555-20,"M12 FUEL™ 1/2"" Stubby Impact Wrench",I used it for the first time to remove a bunch of rusted bolts on my classic truck. There was not a single bolt small or large that I couldn't get off with this thing! It's very small and powerful I could not believe it,5
4/4/2020,2764-20,"M18 FUEL™ 3/4"" High-Torque Impact Wrench with Friction Ring (Bare Tool)",use this product to tighten anchor bolts when erecting structural steel as it is convenient with no cords to catch and has the power needed to snug these anchor bolts. Also when torquing bolts this impact wrench is useful in getting to spots that are easy to torque. have used it every day on the job and is extremely handy as no cords to restrict you.,5
4/4/2020,2809-20,"M18 FUEL™ SUPER HAWG™ 1/2"" Right Angle Drill",I drill alot of holes in rim boards it handles 4 to 5 in. Holes no problem.,4
4/4/2020,48-11-1890,M18™ REDLITHIUM™ HIGH DEMAND™ 9.0 Battery Pack,I've only had this battery less than a year and only used it maybe 10 times and it only charges up to 3 lights and does not last very long at all what a waste of good money. I have always had great luck with all my M12 & 18 fuel tools but this battery is a let down.,1
4/4/2020,2743-20,M18 FUEL™ 15ga Finish Nailer (Tool Only),The nailer is amazing. I love the fact that it has zero ramp up to sink the nail unlike competitors cordless finishing nailers.,5
4/4/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder",I use it to clean rims and rotors and has no problem doing so.,5
4/4/2020,2724-20,M18 FUEL™ Blower (Tool Only),"This blower is a light heavy duty too, I use daily and around the house. It has  two speeds that makes blowing leafs on bark and rock less messy. The throttle is easy to feather depres around.",5
4/4/2020,2720-20,M18 FUEL™ SAWZALL® Reciprocating Saw (Tool Only),"I""VE HAD MILWAUKEE TOOLS FOR YEARS. I DON""T DO AS MUCH AS I USE TO,BUT ITS SURE NICE TO GRAB A CORDLESS MODEL AND GO FOR SMALL OR BIG JOBS!",5
4/4/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",Honestly this is a great tool!!!I'll buy another one for sure!!,5
4/4/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),Can't use it for much because of the arbor and to return it back to Amazon is an act of god,1
4/4/2020,2723-20,M18 FUEL™ Compact Router,I routed all my kitchen counters trim. easy on battery. More than enough power and speed. never raised the speed above 2. Like all my m18 s  I love it,5
4/4/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,Awesome new toy. Have wanted this for awhile and finally got one. Should have bought this a LONG time ago. OH MY.  How great this is. So versital. It makes projects so much easier and way faster to do. It is well worth the money.,5
4/4/2020,2723-20,M18 FUEL™ Compact Router,"The adjustments are fantastic, the size is perfect and very comfortable for me.",5
4/4/2020,48-11-1835,M18™ REDLITHIUM HIGH OUTPUT™ CP3.0 Battery,Unhappy to lose belt clip functionality with my 1/4 impact driver. No response from customer service.,1
4/4/2020,2853-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","I have used this a couple of times... Repairing my back porch overhang, and replacing my tv antenna... What a dream... Drives those screws, and bolts like they are going into whipped cream. I certainly would buy this one again.",5
4/4/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","I am currently clearing a 7 acre property of unwanted Russian olives and some elm trees, this saw has exceeded my expectations and I would highly recommend it",5
4/4/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",I use this thing way more than what it was intended for. It’s held up working on heavy equipment thus far.,5
4/4/2020,2505-20,M12 FUEL™ Installation Drill/Driver,I use this drill for building and installing cabinets and cabinet repair. This is great for getting in tight places where other drills cant. I do have a issue with this drill already the torque selector collar will get stuck in position and wont allow me to change to different settings. To get it unstuck i have to put in a screw that's already sunk into wood and try to drive screw further this unlocks the torque selector collar. Second issue is with the speed selector when changing from speed one to speed two the selector does not fully go to speed one or two no matter how hard I push to fix this I have to run the drill for a few seconds then It frees the selector and I can push all the way to speed one or two. Not sure if i would buy this again. Side note i noticed quite a bit of run out on this drill or chuck wobble.,2
4/4/2020,2721-20,M18 FUEL™ SAWZALL® Reciprocating Saw w/ ONE-KEY™ (Tool Only),Best power tools on the market. Hands down. Smooth cuts like butter.,5
4/4/2020,2454-20,"M12 FUEL™ 3/8"" Impact Wrench (Tool Only)",Awesome power in a small package fits anywhere you need it to,5
4/4/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit",I purchased the 18v pole saw first and was so amazed by it that I went ahead and bought the 16” chain saw. Both tools perform extremely well and the batteries last longer than expected. I would recommend both of these tools.,5
4/4/2020,2782-20,M18 FUEL™ Metal Cutting Circular Saw (Tool Only),"I’ve used it to cut anything from rebar to 1/4” plate and 2” square tubing. It plows right through anything I throw at it. Leaves clean cuts and way faster than a sawzall, portaband or grinder.",5
4/4/2020,2743-20,M18 FUEL™ 15ga Finish Nailer (Tool Only),I got this because the 18 ga. Does a lot but sometimes you just need bigger. Well this is bigger and fills that void we’re the 18 ga. Doesn’t . So far have shot a few thousand nails without an issue. (Well 1 I did get a blister) but that was not wearing gloves and had nothing to do with the quality and reliability of this product.,5
4/4/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,"Great Brad nail gun 
Super quiet light weight and no need for a house battery lasts a really long time CP 3",5
4/4/2020,2720-20,M18 FUEL™ SAWZALL® Reciprocating Saw (Tool Only),As most milwaukee products do it definitely gets the job done,5
4/4/2020,2755-20,"M18 FUEL™ 1/2"" Compact Impact Wrench w/ Pin Detent (Tool Only)","I love my Milwaukee M18 tools as well as my M12.
I always had Dewalt and found I could not depend on them to do the job scenes I switch everything over I have never been let down",5
4/4/2020,2558-20,"M12 FUEL™ 1/2"" Ratchet (Tool Only)","Love it, helps get the job done faster 55ft lbs helps alot",5
4/4/2020,2782-20,M18 FUEL™ Metal Cutting Circular Saw (Tool Only),I bought this saw for a custom project on a roof where several pieces of angle iron needed to be cut in place. This saw was compact enough to make it inside a back pack but powerful enough to cut through 1-1/2” x 3/16” angle iron. Was able to make approximately 35 cuts on one 5.0 battery. Very pleased with this saw and looking forward to future projects where this excellent valued saw can be used.,5
4/4/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool",A little bulky but works great I love it use it a lot,4
4/4/2020,2725-20,M18 FUEL™ String Trimmer (Tool Only),I brought this product for personal around the house use. It has great battery life and the rapid charger is nice. It comes with the 9 amp battery which give it the power it need in both high and low settings. Easy to put together and I like that if I wanted to add other attachments to it I can.,5
4/4/2020,2454-20,"M12 FUEL™ 3/8"" Impact Wrench (Tool Only)","A fabulous little gun. Plenty of compact power and never lets me down. Lightweight, easy to handle, good battery life. Batteries charge quickly. Very surprised at the power this packs.",5
4/4/2020,2723-20,M18 FUEL™ Compact Router,Plenty of power/speed. Simple to adjust. Dust collection better than adequate. And best of all no cords. Size to weight ratio is great too.,5
4/4/2020,2711-20,M18 FUEL™ SUPER HAWG™ Right Angle Drill w/ QUIK-LOK™ (Tool Only),The Super Hawg is amazing to use! Not having to drag a cord around is an added bonus to this beautiful piece of machinery.,5
4/4/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",It is a strong impact use it to take off my car wheels no problem nice and compact highly recommended,5
4/4/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool",I have only used it sparingly so far but it has delivered as advertised in cutting metal.,4
4/4/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),Great product. Seems to be a very reliable product.  Would definitely buy another one.,4
4/4/2020,2760-20,"M18 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver (Tool Only)","I do cabinet punch out for a living. Use this for changing out parts, doors, stiles, rails, securing cabinets. It is very smooth and quiet, took a little getting used to but it is easy to control speed/torque with the trigger. I do have one problem. I use a #2 square bit and #2 philips, the bit holder is almost useless. Holds only one bit, no magnet for screws. And won’t hold the Milwaukee Shockwave bits at all. I would think if a dual bit holder was fitted and it actually held the shockwave bits this tool would be an absolute home run.",5
4/4/2020,2730-20,"M18 FUEL™ 6-1/2"" Circular Saw (Tool Only)","I love the milwaukee 6-1/2” circular saw. It has lots of power as does all Milwaukee power tools, the left blade on the 6-1/2 is great for me being right handed you can see your blade to help guide on your cut lines without looking over the saw. The saw ain’t to heavy or loud just a great saw. I definitely recommend. I own a lot of Milwaukee tools and I love them all! Great tools!",5
4/4/2020,2715-20,"M18 FUEL™ 1-1/8"" SDS Plus Rotary Hammer (Tool Only)",I mount inch and five eighths strut 14 inches from final floor and drill holes in the concrete and it’s so smooth.,5
4/4/2020,2729-20,M18 FUEL™ Deep Cut Band Saw (Tool Only),This is a great tool to cut pipe 4 inches or smaller and the precision is perfect with using the guard.,5
4/4/2020,2720-20,M18 FUEL™ SAWZALL® Reciprocating Saw (Tool Only),"This tool works great on wood, copper, and cast iron.",5
4/4/2020,2552-20,"M12 FUEL™ 1/4""  Stubby Impact Wrench","I have many milwaukee cordless tools, and the 1/4'' stubby is nothing less than the rest of them. It's small, powerful, and has a lot of great features.",5
4/4/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","This is a great electric saw, I would like to say that for a 16” bar the body of the saw is kind of long but not really an issue. It would be awesome if they made this saw waterproof so we could use it clearing debris in flooded areas, it would be the only one on the market. Fingers crossed for new and improved versions.",4
4/4/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,"I am a part time builder and typically don't use a nail gun. I own a 16, 18, and 23 gauge finish nailer all air powered. I have a few installs coming up and I didn't want to pack a compressor. I bought this thinking I wouldn't use it much. I use it all the time. It is super handy. The nails are set perfect without leaving a mark. I can easily adjust the depth for different materials. This is way better then any other gun I have used.",5
4/4/2020,2725-20,M18 FUEL™ String Trimmer (Tool Only),Great tool. Plenty of power. Wish there were interchangeable heads to use the strips and not the string. The quiklok is a definite upgrade would go great with a battery lawnmower eventually,5
4/4/2020,2724-20,M18 FUEL™ Blower (Tool Only),"As a carpenter and home builder, to make your jobs look professional and clean this does the job every time!",5
4/4/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",Tried it out initially removing lug nuts. Worked awesome.,5
